id,playerName,position,age,games,gamesStarted,minutesPg,fieldGoals,fieldAttempts,fieldPercent,threeFg,threeAttempts,threePercent,twoFg,twoAttempts,twoPercent,effectFgPercent,ft,ftAttempts,ftPercent,offensiveRb,defensiveRb,totalRb,assists,steals,blocks,turnovers,personalFouls,points,team,season,playerId
18127,Jalen Crutcher,PG,24,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,NOP,2024,crutcja01
17979,Precious Achiuwa,PF-C,24,74,18,1624,235,469,0.501,26,97,0.268,209,372,0.562,0.529,69,112,0.616,191,296,487,97,46,68,83,143,565,TOT,2024,achiupr01
17980,Precious Achiuwa,C,24,25,0,437,78,170,0.459,13,47,0.277,65,123,0.528,0.497,24,42,0.571,50,86,136,44,16,12,29,40,193,TOR,2024,achiupr01
17981,Precious Achiuwa,PF,24,49,18,1187,157,299,0.525,13,50,0.26,144,249,0.578,0.547,45,70,0.643,141,210,351,53,30,56,54,103,372,NYK,2024,achiupr01
17982,Bam Adebayo,C,26,71,71,2416,530,1017,0.521,15,42,0.357,515,975,0.528,0.529,292,387,0.755,159,578,737,278,81,66,162,159,1367,MIA,2024,adebaba01
17983,Ochai Agbaji,SG,23,78,28,1641,178,433,0.411,62,211,0.294,116,222,0.523,0.483,37,56,0.661,74,142,216,83,47,44,64,117,455,TOT,2024,agbajoc01
17984,Ochai Agbaji,SG,23,51,10,1003,106,249,0.426,47,142,0.331,59,107,0.551,0.52,15,20,0.75,35,91,126,47,27,29,34,66,274,UTA,2024,agbajoc01
17985,Ochai Agbaji,SG,23,27,18,638,72,184,0.391,15,69,0.217,57,115,0.496,0.432,22,36,0.611,39,51,90,36,20,15,30,51,181,TOR,2024,agbajoc01
17986,Santi Aldama,PF,23,61,35,1618,247,568,0.435,106,304,0.349,141,264,0.534,0.528,54,87,0.621,72,280,352,138,43,54,69,89,654,MEM,2024,aldamsa01
17987,Nickeil Alexander-Walker,SG,25,82,20,1921,236,538,0.439,131,335,0.391,105,203,0.517,0.56,52,65,0.8,35,132,167,204,64,42,76,143,655,MIN,2024,alexani01
17988,Grayson Allen,SG,28,75,74,2513,340,682,0.499,205,445,0.461,135,237,0.57,0.649,129,147,0.878,48,247,295,227,69,45,95,157,1014,PHO,2024,allengr01
17989,Jarrett Allen,C,25,77,77,2442,519,819,0.634,0,6,0,519,813,0.638,0.634,233,314,0.742,243,568,811,210,53,81,121,147,1271,CLE,2024,allenja01
17990,Timmy Allen,SF,24,5,0,125,6,23,0.261,0,7,0,6,16,0.375,0.261,1,2,0.5,4,13,17,5,4,0,2,18,13,MEM,2024,allenti01
17991,Jose Alvarado,PG,25,56,0,1028,142,345,0.412,78,207,0.377,64,138,0.464,0.525,35,52,0.673,25,103,128,117,59,15,40,89,397,NOP,2024,alvarjo01
17992,Kyle Anderson,PF,30,79,10,1782,199,433,0.46,11,48,0.229,188,385,0.488,0.472,97,137,0.708,60,213,273,331,71,47,91,128,506,MIN,2024,anderky01
17993,Giannis Antetokounmpo,PF,29,73,73,2567,837,1369,0.611,34,124,0.274,803,1245,0.645,0.624,514,782,0.657,196,645,841,476,87,79,250,210,2222,MIL,2024,antetgi01
17994,Thanasis Antetokounmpo,PF,31,34,0,155,16,30,0.533,0,1,0,16,29,0.552,0.533,0,2,0,7,6,13,17,7,4,14,24,32,MIL,2024,antetth01
17995,Cole Anthony,PG,23,81,0,1817,332,763,0.435,93,275,0.338,239,488,0.49,0.496,180,218,0.826,64,247,311,236,64,37,126,175,937,ORL,2024,anthoco01
17996,OG Anunoby,SF,26,50,50,1702,282,577,0.489,102,267,0.382,180,310,0.581,0.577,67,89,0.753,47,161,208,107,68,36,81,119,733,TOT,2024,anunoog01
17997,OG Anunoby,SF,26,27,27,900,157,321,0.489,61,163,0.374,96,158,0.608,0.584,33,46,0.717,24,82,106,72,28,13,43,62,408,TOR,2024,anunoog01
17998,OG Anunoby,SF,26,23,23,802,125,256,0.488,41,104,0.394,84,152,0.553,0.568,34,43,0.791,23,79,102,35,40,23,38,57,325,NYK,2024,anunoog01
17999,Ryan Arcidiacono,PG,29,20,0,45,0,6,0,0,6,0,0,0,,0,0,0,,0,8,8,4,2,0,2,5,0,NYK,2024,arcidry01
18000,Deni Avdija,SF,23,75,75,2257,406,803,0.506,88,235,0.374,318,568,0.56,0.56,202,273,0.74,84,456,540,286,60,36,160,185,1102,WAS,2024,avdijde01
18001,Deandre Ayton,C,25,55,55,1784,427,749,0.57,1,10,0.1,426,739,0.576,0.571,65,79,0.823,176,433,609,90,56,42,99,109,920,POR,2024,aytonde01
18002,Udoka Azubuike,C,24,16,0,113,16,23,0.696,0,0,,16,23,0.696,0.696,3,13,0.231,11,21,32,3,1,6,4,17,35,PHO,2024,azubuud01
18003,Ibou Badji,C,21,22,1,226,14,22,0.636,0,0,,14,22,0.636,0.636,6,12,0.5,20,31,51,13,3,20,15,46,34,POR,2024,badjiib01
18004,Marvin Bagley III,C,24,50,25,1053,239,408,0.586,9,23,0.391,230,385,0.597,0.597,96,126,0.762,130,182,312,55,20,33,59,81,583,TOT,2024,baglema01
18005,Marvin Bagley III,C,24,26,10,478,107,181,0.591,1,6,0.167,106,175,0.606,0.594,50,61,0.82,46,72,118,27,5,14,29,40,265,DET,2024,baglema01
18208,Taj Gibson,PF,38,16,1,165,7,23,0.304,0,6,0,7,17,0.412,0.304,2,2,1,10,18,28,9,2,6,5,28,16,NYK,2024,gibsota01
18006,Marvin Bagley III,C,24,24,15,575,132,227,0.581,8,17,0.471,124,210,0.59,0.599,46,65,0.708,84,110,194,28,15,19,30,41,318,WAS,2024,baglema01
18007,Amari Bailey,PG,19,10,0,65,8,24,0.333,1,8,0.125,7,16,0.438,0.354,6,7,0.857,6,3,9,7,3,0,4,2,23,CHO,2024,baileam01
18008,Patrick Baldwin Jr.,SF,21,38,7,493,59,155,0.381,31,97,0.32,28,58,0.483,0.481,19,28,0.679,17,106,123,29,18,15,19,56,168,WAS,2024,baldwpa01
18009,LaMelo Ball,PG,22,22,22,711,183,423,0.433,70,197,0.355,113,226,0.5,0.515,90,104,0.865,29,84,113,176,40,4,83,79,526,CHO,2024,ballla01
18010,Mo Bamba,C,25,57,17,740,97,198,0.49,25,64,0.391,72,134,0.537,0.553,34,50,0.68,77,161,238,41,22,60,39,101,253,PHI,2024,bambamo01
18011,Paolo Banchero,PF,21,80,80,2799,640,1407,0.455,119,351,0.339,521,1056,0.493,0.497,405,559,0.725,82,472,554,431,71,47,247,153,1804,ORL,2024,banchpa01
18012,Desmond Bane,SG,25,42,42,1443,360,776,0.464,137,360,0.381,223,416,0.536,0.552,140,161,0.87,36,149,185,230,43,22,112,120,997,MEM,2024,banede01
18013,Dalano Banton,PG,24,54,9,1047,202,500,0.404,59,199,0.296,143,301,0.475,0.463,94,120,0.783,41,137,178,127,33,20,77,64,557,TOT,2024,bantoda01
18014,Dalano Banton,PG,24,24,1,171,19,51,0.373,2,16,0.125,17,35,0.486,0.392,16,20,0.8,12,23,35,19,5,3,10,20,56,BOS,2024,bantoda01
18015,Dalano Banton,PG,24,30,8,876,183,449,0.408,57,183,0.311,126,266,0.474,0.471,78,100,0.78,29,114,143,108,28,17,67,44,501,POR,2024,bantoda01
18016,Dominick Barlow,PF,20,33,1,420,56,113,0.496,3,9,0.333,53,104,0.51,0.509,29,42,0.69,45,68,113,36,12,14,9,47,144,SAS,2024,barlodo01
18017,Harrison Barnes,PF,31,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,SAC,2024,barneha02
18018,Scottie Barnes,SG,22,60,60,2094,447,942,0.475,101,296,0.341,346,646,0.536,0.528,196,251,0.781,141,353,494,363,75,88,165,118,1191,TOR,2024,barnesc01
18019,RJ Barrett,SG,23,58,58,1838,436,880,0.495,90,250,0.36,346,630,0.549,0.547,208,291,0.715,53,262,315,193,31,22,126,129,1170,TOT,2024,barrerj01
18020,RJ Barrett,SG,23,26,26,766,164,388,0.423,43,130,0.331,121,258,0.469,0.478,103,124,0.831,19,92,111,63,12,9,47,45,474,NYK,2024,barrerj01
18021,RJ Barrett,SG,23,32,32,1072,272,492,0.553,47,120,0.392,225,372,0.605,0.601,105,167,0.629,34,170,204,130,19,13,79,84,696,TOR,2024,barrerj01
18022,Charles Bassey,C,23,19,0,205,29,40,0.725,0,1,0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63,SAS,2024,bassech01
18023,Emoni Bates,SF,20,15,0,133,15,49,0.306,10,33,0.303,5,16,0.313,0.408,1,4,0.25,1,13,14,10,1,2,8,5,41,CLE,2024,batesem01
18024,Keita Bates-Diop,SF,28,53,8,665,72,166,0.434,21,69,0.304,51,97,0.526,0.497,32,42,0.762,31,79,110,38,25,22,15,35,197,TOT,2024,bateske01
18025,Keita Bates-Diop,SF,28,39,8,597,64,150,0.427,20,64,0.313,44,86,0.512,0.493,26,36,0.722,30,71,101,34,22,20,13,33,174,PHO,2024,bateske01
18026,Keita Bates-Diop,SF,28,14,0,68,8,16,0.5,1,5,0.2,7,11,0.636,0.531,6,6,1,1,8,9,4,3,2,2,2,23,BRK,2024,bateske01
18027,Nicolas Batum,PF,35,60,38,1529,116,256,0.453,73,185,0.395,43,71,0.606,0.596,15,21,0.714,70,178,248,128,48,38,40,109,320,TOT,2024,batumni01
18028,Nicolas Batum,PF,35,3,0,54,3,8,0.375,2,7,0.286,1,1,1,0.5,0,0,,0,7,7,5,3,4,1,5,8,LAC,2024,batumni01
18029,Nicolas Batum,PF,35,57,38,1475,113,248,0.456,71,178,0.399,42,70,0.6,0.599,15,21,0.714,70,171,241,123,45,34,39,104,312,PHI,2024,batumni01
18030,Darius Bazley,PF,23,9,0,152,18,30,0.6,2,8,0.25,16,22,0.727,0.633,10,12,0.833,8,20,28,7,6,7,8,3,48,TOT,2024,bazleda01
18031,Darius Bazley,PF,23,3,0,10,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,2,0,0,1,0,0,PHI,2024,bazleda01
18032,Darius Bazley,PF,23,6,0,142,18,29,0.621,2,8,0.25,16,21,0.762,0.655,10,12,0.833,8,19,27,5,6,7,7,3,48,UTA,2024,bazleda01
18033,Bradley Beal,SG,30,53,53,1767,377,735,0.513,101,235,0.43,276,500,0.552,0.582,109,134,0.813,54,178,232,265,52,27,131,127,964,PHO,2024,bealbr01
18034,Malik Beasley,SG,27,79,77,2337,320,722,0.443,224,542,0.413,96,180,0.533,0.598,25,35,0.714,41,249,290,108,59,9,54,158,889,MIL,2024,beaslma01
18035,MarJon Beauchamp,SF,23,48,1,608,81,166,0.488,30,75,0.4,51,91,0.56,0.578,19,28,0.679,22,77,99,31,13,7,27,54,211,MIL,2024,beaucma01
18036,Jules Bernard,SG,24,19,0,149,29,64,0.453,11,29,0.379,18,35,0.514,0.539,5,9,0.556,10,16,26,16,3,1,8,14,74,WAS,2024,bernaju01
18037,Dāvis Bertāns,PF,31,43,1,674,92,234,0.393,76,200,0.38,16,34,0.471,0.556,30,33,0.909,9,52,61,35,26,12,18,56,290,TOT,2024,bertada01
18038,Dāvis Bertāns,PF,31,15,0,91,10,26,0.385,10,24,0.417,0,2,0,0.577,14,15,0.933,2,8,10,9,3,3,1,10,44,OKC,2024,bertada01
18039,Dāvis Bertāns,PF,31,28,1,583,82,208,0.394,66,176,0.375,16,32,0.5,0.553,16,18,0.889,7,44,51,26,23,9,17,46,246,CHO,2024,bertada01
18040,Patrick Beverley,PG,35,73,13,1462,158,379,0.417,61,181,0.337,97,198,0.49,0.497,74,90,0.822,49,190,239,212,43,31,65,128,451,TOT,2024,beverpa01
18041,Patrick Beverley,PG,35,47,5,919,104,241,0.432,35,109,0.321,69,132,0.523,0.504,51,63,0.81,30,115,145,144,24,18,49,83,294,PHI,2024,beverpa01
18042,Patrick Beverley,PG,35,26,8,543,54,138,0.391,26,72,0.361,28,66,0.424,0.486,23,27,0.852,19,75,94,68,19,13,16,45,157,MIL,2024,beverpa01
18043,Saddiq Bey,SF,24,63,51,2062,290,697,0.416,113,358,0.316,177,339,0.522,0.497,170,203,0.837,167,244,411,92,51,11,54,88,863,ATL,2024,beysa01
18044,Goga Bitadze,C,24,62,33,957,126,209,0.603,2,14,0.143,124,195,0.636,0.608,57,87,0.655,109,177,286,79,32,72,44,107,311,ORL,2024,bitadgo01
18045,Onuralp Bitim,SG,24,23,1,268,32,84,0.381,12,44,0.273,20,40,0.5,0.452,4,5,0.8,6,26,32,13,3,2,10,24,80,CHI,2024,bitimon01
18046,Bismack Biyombo,C,31,40,27,791,74,131,0.565,0,0,,74,131,0.565,0.565,26,54,0.481,62,147,209,53,11,37,42,89,174,TOT,2024,biyombi01
18047,Bismack Biyombo,C,31,30,27,718,67,119,0.563,0,0,,67,119,0.563,0.563,22,46,0.478,57,134,191,51,10,34,38,82,156,MEM,2024,biyombi01
18048,Bismack Biyombo,C,31,10,0,73,7,12,0.583,0,0,,7,12,0.583,0.583,4,8,0.5,5,13,18,2,1,3,4,7,18,OKC,2024,biyombi01
18049,Anthony Black,PG,20,69,33,1164,115,247,0.466,37,94,0.394,78,153,0.51,0.54,49,80,0.613,33,106,139,91,35,21,56,110,316,ORL,2024,blackan01
18050,Leaky Black,SF,24,26,3,284,25,52,0.481,9,20,0.45,16,32,0.5,0.567,10,15,0.667,9,39,48,24,8,11,6,19,69,CHO,2024,blackle01
18051,Buddy Boeheim,SF,24,10,0,84,9,29,0.31,8,25,0.32,1,4,0.25,0.448,8,10,0.8,3,7,10,3,0,1,0,5,34,DET,2024,boehebu01
18052,Bogdan Bogdanović,SG,31,79,33,2401,471,1100,0.428,240,641,0.374,231,459,0.503,0.537,151,164,0.921,53,219,272,247,96,26,112,179,1333,ATL,2024,bogdabo01
18053,Bojan Bogdanović,SF-PF,34,57,27,1478,309,681,0.454,133,334,0.398,176,347,0.507,0.551,117,149,0.785,22,130,152,97,30,5,101,95,868,TOT,2024,bogdabo02
18054,Bojan Bogdanović,PF,34,28,27,921,199,425,0.468,86,207,0.415,113,218,0.518,0.569,81,104,0.779,13,81,94,71,23,4,63,57,565,DET,2024,bogdabo02
18055,Bojan Bogdanović,SF,34,29,0,557,110,256,0.43,47,127,0.37,63,129,0.488,0.521,36,45,0.8,9,49,58,26,7,1,38,38,303,NYK,2024,bogdabo02
18056,Bol Bol,PF,24,43,0,469,93,151,0.616,22,52,0.423,71,99,0.717,0.689,15,19,0.789,32,105,137,17,10,25,19,42,223,PHO,2024,bolbo01
18057,Marques Bolden,C,25,11,2,121,17,25,0.68,0,1,0,17,24,0.708,0.68,3,4,0.75,10,24,34,4,3,7,3,10,37,TOT,2024,boldema01
18058,Marques Bolden,C,25,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,MIL,2024,boldema01
18059,Marques Bolden,C,25,9,2,118,17,25,0.68,0,1,0,17,24,0.708,0.68,3,4,0.75,10,22,32,4,3,7,3,9,37,CHO,2024,boldema01
18060,Devin Booker,PG,27,68,68,2447,642,1305,0.492,152,418,0.364,490,887,0.552,0.55,405,457,0.886,56,252,308,472,61,28,178,206,1841,PHO,2024,bookede01
18061,Brandon Boston Jr.,SF,22,32,0,345,65,161,0.404,14,52,0.269,51,109,0.468,0.447,23,33,0.697,19,33,52,13,11,8,24,40,167,LAC,2024,bostobr01
18062,Chris Boucher,PF,31,50,0,705,110,217,0.507,31,94,0.33,79,123,0.642,0.578,71,92,0.772,62,145,207,23,14,24,28,68,322,TOR,2024,bouchch01
18063,James Bouknight,SG,23,14,0,81,18,41,0.439,13,30,0.433,5,11,0.455,0.598,1,2,0.5,1,8,9,6,1,1,2,3,50,CHO,2024,bouknja01
18064,Jamaree Bouyea,PG,24,9,0,95,10,28,0.357,1,9,0.111,9,19,0.474,0.375,0,0,,3,16,19,11,1,0,9,10,21,TOT,2024,bouyeja01
18065,Jamaree Bouyea,PG,24,6,0,57,5,21,0.238,0,8,0,5,13,0.385,0.238,0,0,,2,8,10,8,0,0,8,3,10,POR,2024,bouyeja01
18066,Jamaree Bouyea,PG,24,3,0,38,5,7,0.714,1,1,1,4,6,0.667,0.786,0,0,,1,8,9,3,1,0,1,7,11,SAS,2024,bouyeja01
18067,Malaki Branham,PG,20,75,29,1594,271,628,0.432,93,268,0.347,178,360,0.494,0.506,55,63,0.873,28,120,148,156,27,8,91,94,690,SAS,2024,branhma01
18068,Christian Braun,SG,22,82,4,1655,222,483,0.46,63,164,0.384,159,319,0.498,0.525,93,134,0.694,79,227,306,132,42,35,55,137,600,DEN,2024,braunch01
18069,Mikal Bridges,SF,27,82,82,2854,564,1294,0.436,220,592,0.372,344,702,0.49,0.521,258,317,0.814,68,304,372,299,81,30,164,116,1606,BRK,2024,bridgmi01
18070,Miles Bridges,SF,25,69,67,2581,559,1210,0.462,157,450,0.349,402,760,0.529,0.527,174,211,0.825,71,434,505,231,65,33,138,118,1449,CHO,2024,bridgmi02
18071,Oshae Brissett,SF,25,55,1,630,68,153,0.444,15,55,0.273,53,98,0.541,0.493,50,83,0.602,61,99,160,44,19,8,20,54,201,BOS,2024,brissos01
18072,Izaiah Brockington,PG,24,1,0,3,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,1,1,2,0,0,0,0,0,4,NOP,2024,brockiz01
18073,Malcolm Brogdon,PG,31,39,25,1121,218,496,0.44,82,199,0.412,136,297,0.458,0.522,95,116,0.819,28,120,148,214,27,8,60,58,613,POR,2024,brogdma01
18074,Armoni Brooks,PG,25,10,0,104,15,46,0.326,11,32,0.344,4,14,0.286,0.446,1,2,0.5,7,11,18,5,1,1,3,3,42,BRK,2024,brookar01
18075,Dillon Brooks,SF,28,72,72,2227,329,768,0.428,133,370,0.359,196,398,0.492,0.515,124,147,0.844,53,193,246,119,64,10,88,241,915,HOU,2024,brookdi01
18076,Bruce Brown,PG-SG,27,67,44,1866,278,582,0.478,53,164,0.323,225,418,0.538,0.523,117,142,0.824,53,231,284,192,59,17,86,148,726,TOT,2024,brownbr01
18077,Bruce Brown,SG,27,33,33,981,149,314,0.475,33,101,0.327,116,213,0.545,0.527,67,82,0.817,25,129,154,100,35,8,41,81,398,IND,2024,brownbr01
18078,Bruce Brown,PG,27,34,11,885,129,268,0.481,20,63,0.317,109,205,0.532,0.519,50,60,0.833,28,102,130,92,24,9,45,67,328,TOR,2024,brownbr01
18079,Charlie Brown Jr.,SG,26,8,0,37,2,10,0.2,2,7,0.286,0,3,0,0.3,0,0,,1,1,2,0,0,2,2,5,6,NYK,2024,brownch02
18080,Greg Brown III,PF,22,6,0,40,5,11,0.455,1,3,0.333,4,8,0.5,0.5,4,9,0.444,3,6,9,4,0,4,4,5,15,DAL,2024,browngr01
18081,Jaylen Brown,SF,27,70,70,2343,627,1256,0.499,145,410,0.354,482,846,0.57,0.557,211,300,0.703,84,303,387,249,83,37,166,185,1610,BOS,2024,brownja02
18082,Kendall Brown,SG,20,15,0,63,8,15,0.533,0,2,0,8,13,0.615,0.533,5,8,0.625,3,2,5,5,0,0,2,9,21,IND,2024,brownke03
18083,Kobe Brown,PF,24,44,0,394,37,90,0.411,14,48,0.292,23,42,0.548,0.489,1,2,0.5,20,42,62,25,12,6,9,49,89,LAC,2024,brownko01
18084,Moses Brown,C,24,22,5,200,33,65,0.508,0,0,,33,65,0.508,0.508,9,31,0.29,37,49,86,7,5,7,11,27,75,POR,2024,brownmo01
18085,Troy Brown Jr.,SF,24,59,15,827,84,226,0.372,47,141,0.333,37,85,0.435,0.476,32,37,0.865,25,119,144,60,24,3,30,42,247,TOT,2024,browntr01
18086,Troy Brown Jr.,SF,24,37,3,410,52,118,0.441,31,84,0.369,21,34,0.618,0.572,19,22,0.864,14,58,72,35,8,2,18,26,154,MIN,2024,browntr01
18087,Troy Brown Jr.,SF,24,22,12,417,32,108,0.296,16,57,0.281,16,51,0.314,0.37,13,15,0.867,11,61,72,25,16,1,12,16,93,DET,2024,browntr01
18088,Jalen Brunson,PG,27,77,77,2726,790,1648,0.479,211,526,0.401,579,1122,0.516,0.543,421,497,0.847,43,235,278,519,70,13,186,144,2212,NYK,2024,brunsja01
18089,Thomas Bryant,C,26,38,4,441,86,149,0.577,4,22,0.182,82,127,0.646,0.591,41,47,0.872,40,101,141,23,10,16,21,46,217,MIA,2024,bryanth01
18090,Kobe Bufkin,SG,20,17,0,196,34,92,0.37,9,40,0.225,25,52,0.481,0.418,4,8,0.5,6,27,33,27,7,5,10,20,81,ATL,2024,bufkiko01
18091,Reggie Bullock,SF,32,44,0,417,34,82,0.415,27,67,0.403,7,15,0.467,0.579,1,1,1,6,67,73,15,12,5,10,29,96,HOU,2024,bullore01
18092,Alec Burks,SG,32,66,1,1212,210,569,0.369,124,330,0.376,86,239,0.36,0.478,145,167,0.868,24,126,150,88,28,12,48,75,689,TOT,2024,burksal01
18093,Alec Burks,SG,32,43,0,901,160,406,0.394,99,247,0.401,61,159,0.384,0.516,121,134,0.903,16,94,110,68,21,11,32,64,540,DET,2024,burksal01
18094,Alec Burks,SG,32,23,1,311,50,163,0.307,25,83,0.301,25,80,0.313,0.383,24,33,0.727,8,32,40,20,7,1,16,11,149,NYK,2024,burksal01
18095,Jared Butler,SG,23,40,0,566,98,201,0.488,24,78,0.308,74,123,0.602,0.547,31,36,0.861,9,49,58,126,29,8,50,58,251,WAS,2024,butleja02
18096,Jimmy Butler,PF,34,60,60,2042,396,793,0.499,60,145,0.414,336,648,0.519,0.537,394,459,0.858,105,213,318,298,79,17,102,68,1246,MIA,2024,butleji01
18097,Jamal Cain,PF,24,26,1,259,34,79,0.43,11,31,0.355,23,48,0.479,0.5,18,23,0.783,15,22,37,10,10,5,8,22,97,MIA,2024,cainja01
18098,Kentavious Caldwell-Pope,SG,30,76,76,2402,270,587,0.46,125,308,0.406,145,279,0.52,0.566,101,113,0.894,31,152,183,183,98,42,75,151,766,DEN,2024,caldwke01
18099,Toumani Camara,PF,23,70,49,1739,197,438,0.45,58,172,0.337,139,266,0.523,0.516,75,99,0.758,139,204,343,87,66,33,84,174,527,POR,2024,camarto01
18100,Clint Capela,C,29,73,73,1883,353,618,0.571,0,1,0,353,617,0.572,0.571,130,206,0.631,335,441,776,91,43,106,74,164,836,ATL,2024,capelca01
18101,Jevon Carter,PG,28,72,0,1004,138,365,0.378,77,234,0.329,61,131,0.466,0.484,4,7,0.571,11,49,60,94,37,16,36,71,357,CHI,2024,carteje01
18102,Wendell Carter Jr.,C,24,55,48,1406,223,425,0.525,64,171,0.374,159,254,0.626,0.6,93,134,0.694,112,269,381,95,35,28,68,121,603,ORL,2024,cartewe01
18103,D.J. Carton,SG,23,4,0,36,3,8,0.375,1,4,0.25,2,4,0.5,0.438,4,5,0.8,2,2,4,3,1,0,1,3,11,TOR,2024,cartodj01
18104,Alex Caruso,SG,29,71,57,2040,253,541,0.468,136,333,0.408,117,208,0.563,0.593,73,96,0.76,62,211,273,247,120,70,102,181,715,CHI,2024,carusal01
18105,Colin Castleton,C,23,16,0,59,9,16,0.563,0,0,,9,16,0.563,0.563,6,6,1,6,6,12,3,2,0,3,11,24,LAL,2024,castlco01
18106,Malcolm Cazalon,SG,22,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,DET,2024,cazalma01
18107,Julian Champagnie,SF,22,74,59,1468,164,402,0.408,101,277,0.365,63,125,0.504,0.534,75,92,0.815,42,164,206,103,48,42,57,77,504,SAS,2024,champju02
18108,Justin Champagnie,SF,22,15,1,235,32,78,0.41,13,45,0.289,19,33,0.576,0.494,12,15,0.8,19,34,53,19,10,9,10,14,89,WAS,2024,champju01
18109,Max Christie,SG,20,67,7,944,103,241,0.427,42,118,0.356,61,123,0.496,0.515,36,46,0.783,15,127,142,60,20,17,35,57,284,LAL,2024,chrisma02
18110,Sidy Cissoko,SF,19,12,0,141,16,33,0.485,1,12,0.083,15,21,0.714,0.5,12,15,0.8,8,14,22,10,7,3,3,18,45,SAS,2024,cissosi01
18111,Brandon Clarke,PF,27,6,1,134,33,59,0.559,1,6,0.167,32,53,0.604,0.568,1,7,0.143,13,19,32,9,5,6,3,8,68,MEM,2024,clarkbr01
18112,Jordan Clarkson,SG,31,55,19,1682,337,816,0.413,91,309,0.294,246,507,0.485,0.469,177,201,0.881,49,139,188,277,35,6,146,81,942,UTA,2024,clarkjo01
18113,Nic Claxton,C,24,71,71,2116,366,582,0.629,1,5,0.2,365,577,0.633,0.63,108,196,0.551,193,513,706,147,46,146,93,175,841,BRK,2024,claxtni01
18114,Noah Clowney,PF,19,23,4,370,50,93,0.538,12,33,0.364,38,60,0.633,0.602,21,30,0.7,26,55,81,18,8,16,15,25,133,BRK,2024,clownno01
18115,Amir Coffey,SF,26,70,13,1460,166,352,0.472,70,184,0.38,96,168,0.571,0.571,61,71,0.859,29,119,148,76,41,14,33,102,463,LAC,2024,coffeam01
18116,John Collins,PF,26,68,66,1901,397,746,0.532,86,232,0.371,311,514,0.605,0.59,147,185,0.795,157,418,575,77,40,61,98,191,1027,UTA,2024,collijo01
18117,Zach Collins,C,26,69,29,1526,298,616,0.484,58,181,0.32,240,435,0.552,0.531,122,162,0.753,118,252,370,194,34,52,132,206,776,SAS,2024,colliza01
18118,Mike Conley,PG,36,76,76,2193,294,644,0.457,179,405,0.442,115,239,0.481,0.595,102,112,0.911,37,181,218,449,88,17,102,128,869,MIN,2024,conlemi01
18119,Pat Connaughton,SF,31,76,3,1676,151,347,0.435,82,238,0.345,69,109,0.633,0.553,44,58,0.759,51,188,239,161,40,19,49,99,428,MIL,2024,connapa01
